ID,Address,Name,Gender,Age,Average Dollar,Latitude,Longitude
262,"117 Cruise CT Roswell, GA 30076",Ellis Watkins,male,51,659,34.0076702591,-84.3184360143
263,"133 Lakeview RDG  W Roswell, GA 30076",Melvin Woods,male,24,246,34.0098196461,-84.3196687625
264,"845 Cruise CT Roswell, GA 30076",Martin Moon,male,58,418,34.0078581918,-84.3186933158
265,"206 Leeward LN Roswell, GA 30076",Kai Morse,female,51,87,34.0067788542,-84.3185924252
266,"330 Truehedge TRCE Roswell, GA 30076",Lorrine Meadows,female,42,334,34.0129278018,-84.3099864497
267,"330 Sea Holly CIR Roswell, GA 30076",Oliver Nieves,male,36,169,34.0121408629,-84.3092348658
268,"229 Sea Holly CIR Roswell, GA 30076",Henry Lester,female,42,344,34.0107224431,-84.3104407214
269,"105 Leeward LN Roswell, GA 30076",Leland Christensen,male,53,696,34.0068116272,-84.3199732873
270,"215 Truehedge TRCE Roswell, GA 30076",Augustine Melendez,male,45,598,34.0106518093,-84.3121179015
271,"135 Leeward LN Roswell, GA 30076",Wesley Boone,male,46,569,34.0067313679,-84.3195968194
272,"134 Sea Holly CIR Roswell, GA 30076",Gary Mckenzie,male,39,345,34.0112120262,-84.3109300721
273,"219 Cruise CT Roswell, GA 30076",Jason Santos,male,46,313,34.0076252449,-84.3185229364
274,"326 Lakeview RDG  E Roswell, GA 30076",Taylor Bell,male,14,689,34.0075937476,-84.3181884139
275,"221 Leeward LN Roswell, GA 30076",Kristle Mays,female,67,44,34.006641873,-84.318469027
276,"306 Cruise CT Roswell, GA 30076",Alden Petty,male,23,297,34.0074660323,-84.3185990878
277,"813 Cruise CT Roswell, GA 30076",Malorie Gillespie,female,58,180,34.0078565994,-84.3187031047
278,"322 Sea Holly CIR Roswell, GA 30076",Vivien Hopkins,female,56,585,34.0116691435,-84.309089969
279,"132 Twinspur Close Roswell, GA 30076",Leonard Keith,male,35,451,34.0124828724,-84.3117900802
280,"341 Lakeview RDG  W Roswell, GA 30076",Karisa Mcmahon,female,29,199,34.0075290262,-84.320360797
281,"127 Leeward LN Roswell, GA 30076",Viki Barron,female,50,238,34.0067365332,-84.3197117464
282,"448 Cruise CT Roswell, GA 30076",Johnathan Parrish,male,58,487,34.0075131452,-84.3187843741
283,"712 Cruise CT Roswell, GA 30076",Doreatha Rojas,female,34,195,34.0078092523,-84.3188575718
284,"600 Harbor LNDG Roswell, GA 30076",Michal Steele,male,9,171,34.0089557645,-84.3164659714
285,"818 Cruise CT Roswell, GA 30076",Marcel Mcfadden,male,11,254,34.0079192513,-84.3188046774
286,"112 Leeward LN Roswell, GA 30076",Mary Lewis,male,5,336,34.0068947233,-84.3199009938
287,"431 Cruise CT Roswell, GA 30076",Alberto Gilliam,male,22,463,34.0076100828,-84.3186964681
288,"200 Highridge CT Roswell, GA 30076",Giovanni Wilcox,male,46,166,34.0186019766,-84.2902169766
289,"100 Brier CT Roswell, GA 30076",Ariel Ashley,male,22,77,34.0176597738,-84.2920134437
290,"9762 Terrace Lake PT Roswell, GA 30076",Arden Bray,male,48,47,34.0213365741,-84.2830425969
291,"107 Spring Ridge TRCE Roswell, GA 30076",Reda Schmidt,female,37,490,34.0197184838,-84.2936705299
292,"2437 Camden Glen CT Roswell, GA 30076",Mckinley Waller,male,43,62,34.030226149,-84.287508739
293,"9848 Terrace Lake PT Roswell, GA 30076",Booker Mason,male,20,92,34.0229605881,-84.2818661755
294,"512 Wood Valley TRCE Roswell, GA 30076",Kirstie Bond,female,39,342,34.0202027762,-84.2972850638
295,"131 Lakeland WAY Roswell, GA 30076",Celesta Sellers,female,44,615,34.0196573748,-84.2993461714
296,"9701 Terrace Lake PT Roswell, GA 30076",Eugenie Cummings,female,44,532,34.0212692845,-84.2825051677
297,"2617 Camden Glen CT Roswell, GA 30076",Terresa Parrish,female,69,388,34.0327287699,-84.2854509645
298,"100 Camellia CT Roswell, GA 30076",Beata Small,female,64,106,34.0193242847,-84.2944929416
299,"710 Springview CT Roswell, GA 30076",Kristle Hopkins,female,62,207,34.0167744755,-84.2970646979
300,"2509 Camden Glen CT Roswell, GA 30076",Bryce Mendez,male,14,84,34.0314360686,-84.2865452229
301,"746 Lake Forest PASS Roswell, GA 30076",Anjelica Marsh,female,66,600,34.0216993554,-84.299392232
302,"2550 Roxburgh DR Roswell, GA 30076",Xochitl Mcdaniel,female,22,524,34.0332179588,-84.2882128514
303,"2612 Camden Glen CT Roswell, GA 30076",Robt Simpson,male,44,214,34.0326691313,-84.2858721778
304,"9846 Terrace Lake PT Roswell, GA 30076",Tristan Henson,male,26,561,34.0229499304,-84.2819062689
305,"446 Spring Ridge DR Roswell, GA 30076",Dorine Boyer,female,68,428,34.0216929265,-84.2957759691
306,"141 Camellia WAY Roswell, GA 30076",Miesha Schmidt,female,32,211,34.0207811523,-84.2932185101
307,"120 Spring Ridge CT Roswell, GA 30076",Leo Rice,male,58,516,34.0211653494,-84.2947267328
308,"430 Spring Ridge TRCE Roswell, GA 30076",Alphonso Ramos,male,25,331,34.0181910946,-84.293123665
309,"1222 Atherton PARK Roswell, GA 30076",Toshiko Marsh,female,8,552,34.0210706493,-84.2907642871
310,"414 Spring Ridge DR Roswell, GA 30076",Solomon York,male,14,184,34.0211180733,-84.2962143666
311,"526 Ridgemont DR Roswell, GA 30076",Roman Stanton,male,66,878,34.0170762215,-84.2976023359
312,"604 Ridgemont DR Roswell, GA 30076",Ewa Turner,female,60,512,34.0182042389,-84.2983120636
313,"2700 Camden Glen CT Roswell, GA 30076",Laverna Merritt,female,62,613,34.0332726931,-84.2848033257
314,"232 Spring Ridge TRCE Roswell, GA 30076",Clifton Mathis,male,63,553,34.0196843869,-84.290052328
315,"412 Spring Ridge TRCE Roswell, GA 30076",Romelia Wallace,female,55,321,34.017485017,-84.2924954575
316,"2601 Camden Glen CT Roswell, GA 30076",Hilario Bridges,male,69,264,34.032687508,-84.2855043623
317,"2234 Roxburgh DR Roswell, GA 30076",Lee Estrada,male,26,338,34.0242358592,-84.2859470247
318,"2633 Camden Glen CT Roswell, GA 30076",Jayna Schroeder,female,22,388,34.0327700318,-84.2853975668
319,"300 Ridge CT Roswell, GA 30076",Alline Nolan,female,43,257,,
320,"2407 Roxburgh DR Roswell, GA 30076",Zenia Hammond,female,28,249,34.0291415743,-84.2885274614
321,"106 Ridge WAY Roswell, GA 30076",Porter Carney,male,35,206,34.0183433436,-84.2952449988
322,"222 Spring Ridge CT Roswell, GA 30076",Vivan Mcpherson,female,35,171,34.0205308221,-84.2951775231
323,"9929 Fairway Village DR Roswell, GA 30076",Layla Barlow,female,50,141,34.0232602665,-84.2872165474
324,"2613 Club Springs DR Roswell, GA 30076",Tomi Patel,female,43,563,34.0211859317,-84.2842273091
325,"606 Wood Valley TRCE Roswell, GA 30076",Troy Swanson,male,41,159,34.0216331601,-84.298301462
326,"327 Spring Ridge DR Roswell, GA 30076",Magen Simon,female,26,564,34.0187030458,-84.2964638854
327,"209 Spring Ridge TRCE Roswell, GA 30076",Vanna Aguilar,female,27,391,34.0199663242,-84.2903766242
328,"200 Lakeland CT Roswell, GA 30076",Riley Gates,male,22,262,34.020374174,-84.3001511779
329,"2237 Roxburgh DR Roswell, GA 30076",Huong Jenkins,female,40,380,34.0244567897,-84.2860707286
330,"541 Wood Valley TRCE Roswell, GA 30076",Hunter Potter,male,56,846,34.0200334084,-84.2980276898
331,"2543 Club Springs DR Roswell, GA 30076",Tambra Hart,female,61,560,34.0214127576,-84.2854760183
332,"617 Springview CT Roswell, GA 30076",Dewey Francis,male,48,294,34.0182756468,-84.2968706576
333,"803 Lake Forest PASS Roswell, GA 30076",Marget Randolph,female,37,357,34.0204348027,-84.2998465789
334,"2440 Club Springs DR Roswell, GA 30076",Loria Shepherd,female,5,449,34.0226806057,-84.2861316691
335,"1309 Atherton PARK Roswell, GA 30076",Tom Perez,male,14,43,34.0213751624,-84.2902461912
336,"9925 Fairway Village DR Roswell, GA 30076",Jadwiga O'neal,female,21,398,34.023225845,-84.2871869404
337,"2367 Roxburgh DR Roswell, GA 30076",Magaly Morgan,female,16,320,34.0277669668,-84.2886882439
338,"741 Lake Forest PASS Roswell, GA 30076",Winston Jennings,male,44,622,34.0218436781,-84.2995185242
339,"2628 Club Springs DR Roswell, GA 30076",Carmelo Wilder,male,38,727,34.021390896,-84.2840866749
340,"2312 Club Springs DR Roswell, GA 30076",Josef Fisher,male,17,548,34.0230639732,-84.2865503468
341,"300 Susie CT Roswell, GA 30076",Bryce Shelton,male,9,209,34.0199309806,-84.2918965208
342,"155 Spring Ridge TRCE Roswell, GA 30076",Bradly Brooks,male,29,589,34.0200591249,-84.2916697133
343,"200 Overlook CT Roswell, GA 30076",Harry Mcmahon,male,30,345,34.0207075155,-84.2964285501
344,"2239 Roxburgh DR Roswell, GA 30076",Kevin Langley,male,35,198,34.02452922,-84.2860740975
345,"2443 Club Springs DR Roswell, GA 30076",Xuan Talley,female,17,382,34.0225775036,-84.2862054238
346,"849 Lake Forest PASS Roswell, GA 30076",Xochitl Blair,female,58,379,34.0197721844,-84.2991646769
347,"10007 Fairway Village DR Roswell, GA 30076",Rudy Guerra,male,24,84,34.0237563995,-84.2882214505
348,"604 Springview CT Roswell, GA 30076",Natacha Kirkland,female,37,84,34.0186119552,-84.2967093203
349,"744 Wood Valley TRCE Roswell, GA 30076",Duncan Barry,male,26,541,34.0224156857,-84.2964576647
350,"127 Spring Ridge DR Roswell, GA 30076",Ronnie Thomas,male,60,309,34.0225897082,-84.293056675
351,"9808 Terrace Lake PT Roswell, GA 30076",Gene Gilliam,male,64,694,34.022488318,-84.282807339
352,"2448 Roxburgh DR Roswell, GA 30076",German Cobb,male,20,655,34.0303771878,-84.2884458246
353,"9817 Terrace Lake PT Roswell, GA 30076",Stephen Guy,male,39,141,34.0224747143,-84.2819868316
354,"9931 Terrace Lake PT Roswell, GA 30076",Thu Maxwell,female,66,41,34.0221362376,-84.2811211157
355,"2511 Camden Glen CT Roswell, GA 30076",Ollie Bender,male,33,329,34.031476265,-84.2865408537
356,"2435 Roxburgh DR Roswell, GA 30076",Perry Cote,male,59,875,34.0300673706,-84.2884985848
357,"546 Spring Ridge DR Roswell, GA 30076",Israel Alvarez,male,28,61,34.0222656464,-84.2943088378
358,"10018 Fairway Village DR Roswell, GA 30076",Odell Hinton,male,15,331,34.0239483957,-84.2885514065
359,"2339 Roxburgh DR Roswell, GA 30076",Beula Osborn,female,50,112,34.0270742151,-84.2881868134
360,"10022 Fairway Village DR Roswell, GA 30076",Season Horton,female,23,92,34.0240589142,-84.2885939492
361,"9904 Fairway Village DR Roswell, GA 30076",Antonia Hopper,male,32,645,34.0229842148,-84.2871472515
362,"2528 Club Springs DR Roswell, GA 30076",Bill Roberts,male,62,602,34.0218075766,-84.2855202905
363,"9845 Terrace Lake PT Roswell, GA 30076",Jamison Pollard,male,53,455,34.022327345,-84.2815286343
364,"2400 Camden Glen CT Roswell, GA 30076",Karren Miles,female,9,139,34.0302113213,-84.2883926435
365,"334 Spring Ridge DR Roswell, GA 30076",Renay Shelton,female,21,405,34.0188257591,-84.2967784467
366,"623 Ridgemont DR Roswell, GA 30076",Drew Bird,female,59,249,34.0185402813,-84.2984269364
367,"217 Spring Ridge TRCE Roswell, GA 30076",Silva Holder,female,18,660,34.0198556646,-84.2902366127
368,"602 Springview CT Roswell, GA 30076",Fernande Cote,female,22,493,34.0186444776,-84.2966767979
369,"9941 Fairway Village DR Roswell, GA 30076",Mana Donovan,female,60,648,34.0233555182,-84.2873022739
370,"2540 Roxburgh DR Roswell, GA 30076",Alysha Harmon,female,64,374,34.0337874576,-84.2871411002
371,"9928 Fairway Village DR Roswell, GA 30076",Yevette Bowers,female,9,236,34.0231775336,-84.2873084727
372,"723 Wood Valley TRCE Roswell, GA 30076",Gudrun Smith,female,65,359,34.0228848877,-84.2963081773
373,"121 Spring Ridge DR Roswell, GA 30076",Monroe Burgess,male,63,445,34.022705793,-84.2928564287
374,"203 Spring Ridge DR Roswell, GA 30076",Alan Hayes,male,68,710,34.020691204,-84.2938646785
375,"441 Spring Ridge DR Roswell, GA 30076",Renaldo Kramer,male,24,165,34.0215239565,-84.2957584374
376,"242 Spring Ridge CT Roswell, GA 30076",Deadra Rush,female,65,554,34.0203009396,-84.2952983649
377,"2447 Roxburgh DR Roswell, GA 30076",Ollie Spears,male,39,229,34.0304536536,-84.2885811345
378,"237 Spring Ridge DR Roswell, GA 30076",Errol Wall,male,20,142,34.0198665322,-84.2943857665
379,"114 Spring Ridge CT Roswell, GA 30076",Ivey Bush,female,7,298,34.0211899589,-84.2940252421
380,"535 Ridgemont DR Roswell, GA 30076",Antonetta Crawford,female,32,543,34.0173534052,-84.2981830705
381,"1139 Atherton PARK Roswell, GA 30076",Nichelle Anthony,female,50,386,34.0218531754,-84.2905168044
382,"726 Wood Valley TRCE Roswell, GA 30076",Cathey Best,female,14,222,34.0227172283,-84.2963576693
383,"2339 Club Springs DR Roswell, GA 30076",Wayne Underwood,male,60,685,34.022892136,-84.2865490356
384,"148 Spring Ridge CT Roswell, GA 30076",Darron Bauer,male,40,378,34.0212091761,-84.2945227647
385,"2248 Roxburgh DR Roswell, GA 30076",Genevive Watts,female,17,392,34.024689131,-84.2859723722
386,"735 Springview CT Roswell, GA 30076",Fritz Trevino,male,63,613,34.0163382389,-84.2976028247
387,"2547 Camden Glen CT Roswell, GA 30076",Christoper Pope,male,62,465,34.0319370125,-84.2863069782
388,"2527 Roxburgh DR Roswell, GA 30076",Azalee Stanton,female,55,641,34.0327094111,-84.2886871079
389,"1324 Atherton PARK Roswell, GA 30076",Randal O'donnell,male,6,156,34.0214157461,-84.2901021467
390,"637 Wood Valley TRCE Roswell, GA 30076",Jinny Sharpe,female,6,383,34.0222486039,-84.2982289641
391,"550 Wood Valley TRCE Roswell, GA 30076",Cinderella Crosby,female,5,449,34.020684,-84.2983198032
392,"1135 Atherton PARK Roswell, GA 30076",Jon Cortez,male,69,285,34.0218913713,-84.2905003198
393,"2544 Roxburgh DR Roswell, GA 30076",Dannette Trevino,female,54,490,34.0330982846,-84.2883454085
394,"641 Wood Valley TRCE Roswell, GA 30076",Chas Bush,male,46,59,34.022317904,-84.298153889
395,"728 Springview CT Roswell, GA 30076",Denver Hogan,male,31,386,34.0165430416,-84.2974394074
396,"233 Spring Ridge TRCE Roswell, GA 30076",Howard Hendricks,male,16,41,34.0195154561,-84.2901510563
397,"200 Glenrose CT Roswell, GA 30076",Melvin Carroll,male,16,645,34.0222502421,-84.2980030245
398,"147 Lakeland WAY Roswell, GA 30076",Clifford Hansen,male,7,425,34.0196040285,-84.2993967486
399,"641 Ridgemont DR Roswell, GA 30076",Hunter Pace,male,14,91,34.0188967187,-84.2982526716
400,"727 Lake Forest PASS Roswell, GA 30076",Lino Kramer,male,46,439,34.0220223898,-84.2997402883
401,"2536 Club Springs DR Roswell, GA 30076",Gayle Mullen,male,27,145,34.0216205713,-84.2854519616
402,"507 Wood Valley TRCE Roswell, GA 30076",Azzie Baird,female,30,522,34.0200283877,-84.2971300296
403,"112 Ridge WAY Roswell, GA 30076",Rolland Dawson,male,49,86,34.0182144789,-84.2952203826
404,"1113 Atherton PARK Roswell, GA 30076",Danial Walter,male,67,306,34.021961504,-84.2904222117
405,"647 Wood Valley TRCE Roswell, GA 30076",Lili Emerson,female,53,424,34.0224688705,-84.2979853439
406,"120 Spring Ridge TRCE Roswell, GA 30076",Nolan Lancaster,male,56,136,34.0197294533,-84.2930424026
407,"130 Lakeland WAY Roswell, GA 30076",Genevie Wolf,female,35,318,34.0197401064,-84.2994380955
408,"230 Spring Ridge TRCE Roswell, GA 30076",Deangelo Conner,male,10,639,34.0197131524,-84.2900785219
409,"618 Ridgemont DR Roswell, GA 30076",Gabriel Mayo,male,28,986,34.0184656052,-84.2983120636
410,"540 Spring Ridge DR Roswell, GA 30076",Linwood Richards,male,37,308,34.0222707934,-84.2944079179
411,"719 Lake Forest PASS Roswell, GA 30076",Travis Mendoza,male,14,345,34.0221014973,-84.2999418782
412,"9814 Terrace Lake PT Roswell, GA 30076",Christian Mueller,male,47,290,34.0226075545,-84.2824594943
413,"136 Spring Ridge DR Roswell, GA 30076",Keiko Gay,female,25,166,34.0223331999,-84.2931948772
414,"733 Lake Forest PASS Roswell, GA 30076",Patrick Hines,male,69,75,34.0219575353,-84.2996197796
415,"2202 Roxburgh DR Roswell, GA 30076",Graham Welch,male,32,306,34.0229515862,-84.2868322195
416,"411 Spring Ridge DR Roswell, GA 30076",Gigi Gutierrez,female,30,122,34.0209600916,-84.2961626737
417,"644 Wood Valley TRCE Roswell, GA 30076",Mikel Stone,male,41,131,34.022405517,-84.2978682334
418,"513 Wood Valley TRCE Roswell, GA 30076",Allena Hahn,female,20,325,34.0200618292,-84.2972761902
419,"9930 Terrace Lake PT Roswell, GA 30076",Christoper Sharpe,male,13,223,34.0225064465,-84.2812449227
420,"206 Spring Ridge CT Roswell, GA 30076",Roni Rivas,female,48,493,34.0207059287,-84.2950674935
421,"821 Lake Forest PASS Roswell, GA 30076",Carey Brady,male,47,365,34.0202141801,-84.299612034
422,"2236 Roxburgh DR Roswell, GA 30076",Glen Roach,male,52,216,34.0243085763,-84.2859488
423,"101 Camellia WAY Roswell, GA 30076",Kelvin Wilson,male,60,138,34.020809711,-84.2928865154
424,"2542 Camden Glen CT Roswell, GA 30076",Clay Ramirez,male,14,213,34.0322085686,-84.2866029649
425,"632 Wood Valley TRCE Roswell, GA 30076",Claribel Humphrey,female,61,292,34.0221561984,-84.2981436667
426,"1000 Park Meadow LN Roswell, GA 30076",Oscar Herrera,male,29,265,34.0235486738,-84.2879680687
427,"10033 Fairway Village DR Roswell, GA 30076",Kelvin Myers,male,24,303,34.0243773191,-84.2885909146
428,"701 Lake Forest PASS Roswell, GA 30076",Dominick Newman,male,64,354,34.0222876427,-84.3003989438
429,"2500 Club Springs DR Roswell, GA 30076",Gerald Kirkland,male,27,251,34.0225009021,-84.2859354139
430,"142 Lakeland WAY Roswell, GA 30076",Cole Garza,male,47,480,34.0196919875,-84.2994814025
431,"2639 Camden Glen CT Roswell, GA 30076",Renaldo Larson,male,27,309,34.032785505,-84.2853775426
432,"639 Springview CT Roswell, GA 30076",Malcom Rush,male,11,135,34.0178848362,-84.2969082767
433,"1124 Atherton PARK Roswell, GA 30076",Cleveland Simpson,male,55,219,34.0220335167,-84.2905672127
434,"537 Ridgemont DR Roswell, GA 30076",Madalene Tucker,female,17,238,34.0171268398,-84.2978190027
435,"2443 Camden Glen CT Roswell, GA 30076",Alexander Green,female,60,64,34.0302925402,-84.2873710097
436,"848 Lake Forest PASS Roswell, GA 30076",Val Mcfarland,male,26,331,34.019897425,-84.2991165075
437,"513 Ridgemont DR Roswell, GA 30076",Alfredo Ortiz,male,13,825,34.0167839261,-84.2975089819
438,"514 Wood Valley TRCE Roswell, GA 30076",Barney Bean,male,64,106,34.0202124114,-84.2973597762
439,"1116 Atherton PARK Roswell, GA 30076",Gail Battle,male,47,91,34.0221041759,-84.2904209081
440,"513 Spring Ridge DR Roswell, GA 30076",Kasey Snider,male,8,493,34.0221106084,-84.2948781441
441,"130 Ridge WAY Roswell, GA 30076",Tasia Rosario,female,55,223,34.0175899576,-84.2944447251
442,"704 Springview CT Roswell, GA 30076",Logan Bentley,male,35,572,34.0168461027,-84.2969366576
443,"450 Spring Ridge DR Roswell, GA 30076",Ollie Burris,male,48,457,34.0219728321,-84.2954210501
444,"209 Spring Ridge CT Roswell, GA 30076",Maria Mercado,male,11,399,34.0207586935,-84.295180874
445,"710 Wood Valley TRCE Roswell, GA 30076",Tennille Wilkins,female,21,228,34.0218541893,-84.2964544781
446,"510 Ridgemont DR Roswell, GA 30076",Adrian Abbott,male,51,734,34.0170340222,-84.2976102589
447,"230 Spring Ridge DR Roswell, GA 30076",Christian Glenn,male,41,146,34.0200445426,-84.2942202197
448,"10038 Fairway Village DR Roswell, GA 30076",Josefine Hudson,female,22,130,34.024500988,-84.2887641199
449,"9800 Terrace Lake PT Roswell, GA 30076",Horacio Cardenas,male,60,170,34.0221672319,-84.2831022383
450,"2544 Camden Glen CT Roswell, GA 30076",Malvina Mejia,female,9,167,34.0322286871,-84.2865935344
451,"9929 Terrace Lake PT Roswell, GA 30076",Edmund Pitts,male,47,738,34.0221354876,-84.2811259908
452,"319 Spring Ridge DR Roswell, GA 30076",Manual Hodges,male,14,450,34.0186168117,-84.2961531949
453,"204 Spring Ridge TRCE Roswell, GA 30076",Katharina Montgomery,female,59,483,34.0201807542,-84.29060555
454,"2414 Camden Glen CT Roswell, GA 30076",Larraine Kramer,female,30,511,34.0302581321,-84.2880474139
455,"2340 Club Springs DR Roswell, GA 30076",Sonny Craft,male,33,591,34.0229801116,-84.2864587611
456,"142 Spring Ridge CT Roswell, GA 30076",Byron Santiago,male,12,96,34.0212213681,-84.2944313243
457,"9844 Terrace Lake PT Roswell, GA 30076",Brain Mcpherson,male,46,447,34.0229397744,-84.2819341979
458,"225 Spring Ridge TRCE Roswell, GA 30076",Erline Thompson,female,50,150,34.0197012862,-84.2901696393
459,"2316 Club Springs DR Roswell, GA 30076",Raina Zimmerman,female,40,599,34.023051993,-84.2865372632
460,"9714 Terrace Lake PT Roswell, GA 30076",Josh Holmes,male,10,525,34.0211618376,-84.2826534753
461,"302 Spring Ridge TRCE Roswell, GA 30076",Lashay Sharp,female,39,315,34.0179830937,-84.2900947828
