Address,Name,Gender,Age,Average Dollar,Coordinates,Latitude,Longitude
"723 Waterbrook TER Roswell, GA 30076",Kenyetta Holcomb,female,26,272,,,
"9731 N Pond CIR Roswell, GA 30076",Tashina Ewing,female,64,602,,,
"331 N Pond TRL Roswell, GA 30076",Miesha Cleveland,female,26,293,,,
"1809 Martin RD Roswell, GA 30076",Floyd Alvarez,male,26,523,,,
"9613 N Pond CIR Roswell, GA 30076",Cyril Mack,male,30,391,,,
"714 Waterbrook TER Roswell, GA 30076",Tyson Malone,male,20,75,,,
"9774 N Pond CIR Roswell, GA 30076",Kurt Colon,male,64,477,,,
"8911 Martin RD Roswell, GA 30076",Jesenia Goff,female,13,489,,,
"732 Marshview Close Roswell, GA 30076",Katherin Colon,female,53,643,,,
"9725 N Pond CIR Roswell, GA 30076",Doria Mitchell,female,51,201,,,
"834 Waterbrook CT Roswell, GA 30076",Danyelle Hunt,female,45,238,,,
"703 Lakestone CT Roswell, GA 30076",Michiko Castro,female,53,80,,,
"453 Watergate WAY Roswell, GA 30076",Robert Bradford,male,24,60,,,
"544 Sailwind DR Roswell, GA 30076",Deloise O'donnell,female,28,533,,,
"618 Waterbrook TER Roswell, GA 30076",Dagny Byrd,female,5,882,,,
"805 Waterbrook CT Roswell, GA 30076",Lee Nixon,male,25,464,,,
"9515 Martin RD Roswell, GA 30076",Jimmy Wood,male,35,378,,,
"638 Sailwind DR Roswell, GA 30076",Delcie Reyes,female,12,277,,,
"1847 Martin RD Roswell, GA 30076",Grazyna Smith,female,40,594,,,
"547 S Shore PL Roswell, GA 30076",Donnie Hurley,male,50,482,,,
"9420 Martin RD Roswell, GA 30076",Royce Alvarado,female,27,130,,,
"8952 Martin RD Roswell, GA 30076",Chung Nelson,male,69,381,,,
"617 Waterbrook TER Roswell, GA 30076",Willene Miles,female,41,295,,,
"225 Watergate DR Roswell, GA 30076",Nga Orr,female,20,418,,,
"424 N Pond TRL Roswell, GA 30076",Angelika Malone,female,53,700,,,
"9214 Martin RD Roswell, GA 30076",Adam Garza,female,32,268,,,
"100 S Shore CT Roswell, GA 30076",Darryl Gibbs,male,8,236,,,
"540 N Pond TRL Roswell, GA 30076",Sherley Hays,female,33,234,,,
"9521 Martin RD Roswell, GA 30076",Kellee Erickson,female,43,457,,,
"9324 Martin RD Roswell, GA 30076",Emilio Melendez,male,55,668,,,
"100 N Pond CT Roswell, GA 30076",Sherman Alston,male,6,119,,,
"9337 Martin RD Roswell, GA 30076",Percy Herrera,male,46,770,,,
"324 N Pond TRL Roswell, GA 30076",Michal Morrow,female,67,779,,,
"9114 Martin RD Roswell, GA 30076",Margrett Ford,female,31,457,,,
"400 Little Pines CT Roswell, GA 30076",Gretta Glass,female,55,132,,,
"559 Woodman PL Roswell, GA 30076",Boyce Walker,male,31,595,,,
"627 Woodman PL Roswell, GA 30076",Walter Horton,male,15,742,,,
"313 Watergate DR Roswell, GA 30076",Ronald Mcclure,male,63,276,,,
"9812 N Pond CIR Roswell, GA 30076",Winston Barker,male,65,439,,,
"9235 Martin RD Roswell, GA 30076",Malik Talley,male,18,405,,,
"9710 N Pond CIR Roswell, GA 30076",Kirk Boyer,male,24,718,,,
"311 N Pond TRL Roswell, GA 30076",Allan Banks,male,48,847,,,
"8901 Martin RD Roswell, GA 30076",Dorsey Charles,male,17,243,,,
"9501 N Pond CIR Roswell, GA 30076",Margarett Christensen,female,64,122,,,
"238 Watergate DR Roswell, GA 30076",Tamala George,female,33,501,,,
"9064 Martin RD Roswell, GA 30076",Doria Rosa,female,69,334,,,
"814 Waterbrook CT Roswell, GA 30076",Carl Ferrell,male,42,450,,,
"526 N Pond TRL Roswell, GA 30076",Jerald Robles,male,52,404,,,
"528 N Pond TRL Roswell, GA 30076",Deandre Aguilar,male,41,221,,,
"338 Watergate DR Roswell, GA 30076",Ronny Hoffman,male,57,457,,,
"610 Waterbrook TER Roswell, GA 30076",Kiersten Rutledge,female,16,285,,,
"9327 Martin RD Roswell, GA 30076",Rickie Vega,male,22,132,,,
"516 Sailwind DR Roswell, GA 30076",Jarrod Moody,male,7,614,,,
"9104 Martin RD Roswell, GA 30076",Mao Haley,female,7,164,,,
"616 Woodman PL Roswell, GA 30076",Leonie Miller,female,9,322,,,
"707 Waterbrook TER Roswell, GA 30076",Scott Jones,female,14,336,,,
"605 Waterbrook TER Roswell, GA 30076",Shalon Armstrong,female,32,352,,,
"620 Waterbrook TER Roswell, GA 30076",Sammie Good,male,58,432,,,
"462 Watergate WAY Roswell, GA 30076",Craig Drake,male,11,246,,,
"145 Buckthorn CT Roswell, GA 30076",Ashli Espinoza,female,50,587,,,
"9529 Martin RD Roswell, GA 30076",Yajaira Slater,female,63,387,,,
"720 Lakestone CT Roswell, GA 30076",Victor Guerra,male,49,94,,,
"9815 N Pond CIR Roswell, GA 30076",Salena Cook,female,37,308,,,
"9772 N Pond CIR Roswell, GA 30076",Jeramy Jefferson,male,57,304,,,
"644 Waterbrook TER Roswell, GA 30076",Corazon Boyer,female,40,192,,,
"531 S Shore PL Roswell, GA 30076",Xuan Yates,female,15,326,,,
"321 Martins TRL Roswell, GA 30076",Alease Sargent,female,7,287,,,
"544 Woodman PL Roswell, GA 30076",Huey Hamilton,male,34,65,,,
"644 S Shore PL Roswell, GA 30076",Carlton Bradford,male,10,100,,,
"257 Watergate DR Roswell, GA 30076",Fred Travis,female,48,122,,,
"117 Buckthorn CT Roswell, GA 30076",Deshawn Davidson,male,11,451,,,
"748 Lakestone CT Roswell, GA 30076",Markita May,female,24,485,,,
"9410 Martin RD Roswell, GA 30076",Belkis Curtis,female,7,647,,,
"318 N Pond TRL Roswell, GA 30076",Darnell Underwood,male,52,383,,,
"710 Marshview Close Roswell, GA 30076",Malcolm Sykes,male,41,157,,,
"729 Marshview Close Roswell, GA 30076",Victor Foley,female,36,194,,,
"1521 Martin RD Roswell, GA 30076",Adolfo Haney,male,30,692,,,
"744 Marshview Close Roswell, GA 30076",Helaine Paul,female,63,430,,,
"843 Marshview Close Roswell, GA 30076",Rob Butler,male,13,403,,,
"9148 Martin RD Roswell, GA 30076",Lonnie Mcneil,male,53,378,,,
"8925 Martin RD Roswell, GA 30076",Ileen Gardner,female,44,149,,,
"746 Waterbrook TER Roswell, GA 30076",Nancey Lawson,female,50,477,,,
"820 Marshview Close Roswell, GA 30076",Neville Moran,male,53,491,,,
"804 Waterbrook CT Roswell, GA 30076",Jacquelynn Berger,female,38,476,,,
"540 S Shore PL Roswell, GA 30076",Florentino Mathis,male,7,271,,,
"1436 Martin RD Roswell, GA 30076",Zulma Crawford,female,59,152,,,
"748 Marshview Close Roswell, GA 30076",Hugh Bauer,male,68,169,,,
"9301 Martin RD Roswell, GA 30076",Orval Mcgee,male,8,455,,,
"509 S Shore PL Roswell, GA 30076",Jules Wilkinson,male,64,403,,,
"516 N Pond TRL Roswell, GA 30076",Lurlene Skinner,female,27,463,,,
"416 N Pond TRL Roswell, GA 30076",Yuri Church,female,52,201,,,
"555 Woodman PL Roswell, GA 30076",Eli Cleveland,male,50,918,,,
"9336 Martin RD Roswell, GA 30076",Kelly Lane,male,50,118,,,
"1425 Martin RD Roswell, GA 30076",Alverta Melton,female,18,770,,,
"413 Watergate WAY Roswell, GA 30076",Jan Levine,male,16,902,,,
"621 S Shore PL Roswell, GA 30076",Randolph Randolph,male,30,227,,,
"517 Woodman PL Roswell, GA 30076",Elenore Bernard,female,12,172,,,
"9607 N Pond CIR Roswell, GA 30076",Rayna Thornton,female,34,574,,,
"524 N Pond TRL Roswell, GA 30076",Dreama Wyatt,female,43,123,,,
"465 Watergate WAY Roswell, GA 30076",Raymon Lancaster,male,57,635,,,
"9609 N Pond CIR Roswell, GA 30076",Nickolas Daniel,male,59,187,,,
"705 Lakestone CT Roswell, GA 30076",Terrance Peters,male,10,876,,,
"500 Sailwind DR Roswell, GA 30076",Lane Rosario,male,54,210,,,
"207 Watergate DR Roswell, GA 30076",Randolph Vaughan,male,41,245,,,
"308 Martins TRL Roswell, GA 30076",Cleveland Farley,male,25,198,,,
"9429 Martin RD Roswell, GA 30076",Nicol Delgado,female,49,951,,,
"1509 Martin RD Roswell, GA 30076",Dreama Dawson,female,25,436,,,
"9526 N Pond CIR Roswell, GA 30076",Brinda Owen,female,68,418,,,
"608 S Shore PL Roswell, GA 30076",Katelin Holt,female,63,49,,,
"345 Martins TRL Roswell, GA 30076",Maris Andrews,female,26,602,,,
"804 Marshview Close Roswell, GA 30076",Pearlene Baird,female,27,95,,,
"9462 Martin RD Roswell, GA 30076",Tesha Anthony,female,44,520,,,
"719 Waterbrook TER Roswell, GA 30076",Marchelle Contreras,female,48,448,,,
"1837 Martin RD Roswell, GA 30076",Tereasa Jarvis,female,15,335,,,
"1816 Martin RD Roswell, GA 30076",Berry Lyons,female,51,540,,,
"509 Woodman PL Roswell, GA 30076",Amado Campos,male,22,212,,,
"9502 Martin RD Roswell, GA 30076",Sabine Hess,female,12,857,,,
"9546 N Pond CIR Roswell, GA 30076",Dominque Holt,female,41,236,,,
"816 Waterbrook CT Roswell, GA 30076",Dino Andrews,male,54,503,,,
"626 Waterbrook TER Roswell, GA 30076",Makeda Preston,female,21,428,,,
"234 Watergate DR Roswell, GA 30076",Eladia O'donnell,female,47,771,,,
"1441 Martin RD Roswell, GA 30076",Eldon Mclean,male,39,121,,,
"9532 Martin RD Roswell, GA 30076",Frederic Brennan,male,28,256,,,
"9452 Martin RD Roswell, GA 30076",Nancey Brown,female,8,108,,,
"9522 N Pond CIR Roswell, GA 30076",Catherina Chen,female,24,63,,,
"543 S Shore PL Roswell, GA 30076",Gary Carlson,male,68,463,,,
"308 N Pond TRL Roswell, GA 30076",Kristopher Compton,male,67,766,,,
"1527 Martin RD Roswell, GA 30076",Joye Snider,female,52,259,,,
"9738 N Pond CIR Roswell, GA 30076",Walton Ramos,male,44,414,,,
"607 Waterbrook TER Roswell, GA 30076",Mike Hartman,female,62,871,,,
"517 Sailwind DR Roswell, GA 30076",Bob Kelley,male,7,516,,,
"457 Watergate WAY Roswell, GA 30076",Dexter Cooper,male,35,624,,,
"319 N Pond TRL Roswell, GA 30076",Cyrus Rios,male,57,336,,,
"9732 N Pond CIR Roswell, GA 30076",Micah Sanders,female,42,749,,,
"422 Watergate WAY Roswell, GA 30076",Wilmer O'neil,male,7,309,,,
"9316 Martin RD Roswell, GA 30076",Arlen Burt,male,56,406,,,
"9307 Martin RD Roswell, GA 30076",Shirl Dawson,female,21,342,,,
"419 N Pond TRL Roswell, GA 30076",Toney Vega,male,51,445,,,
"8927 Martin RD Roswell, GA 30076",Deloras Franco,female,62,876,,,
"332 N Pond TRL Roswell, GA 30076",Lewis O'donnell,male,57,225,,,
"815 Marshview Close Roswell, GA 30076",Efren Dillon,male,25,534,,,
"411 N Pond TRL Roswell, GA 30076",Waltraud Silva,female,31,87,,,
"1806 Martin RD Roswell, GA 30076",Marc Freeman,male,56,236,,,
"260 Watergate DR Roswell, GA 30076",Dwain Graham,male,35,457,,,
"9054 Martin RD Roswell, GA 30076",Karyl Barr,female,38,678,,,
"9531 N Pond CIR Roswell, GA 30076",Jared Burns,male,53,444,,,
"322 N Pond TRL Roswell, GA 30076",Victor Johns,male,50,450,,,
"9219 Martin RD Roswell, GA 30076",Margert Dominguez,female,42,293,,,
"738 Marshview Close Roswell, GA 30076",Shavonne Chandler,female,24,326,,,
"408 N Pond TRL Roswell, GA 30076",Lynetta Ferrell,female,66,495,,,
"848 Waterbrook CT Roswell, GA 30076",Lorean Morin,female,14,102,,,
"9706 N Pond CIR Roswell, GA 30076",Billy Rowland,male,51,394,,,
"1819 Martin RD Roswell, GA 30076",Merle Sweeney,male,54,160,,,
"9503 Martin RD Roswell, GA 30076",Isaias Myers,male,19,630,,,
"407 Watergate WAY Roswell, GA 30076",Arie Pearson,female,12,77,,,
"728 Waterbrook TER Roswell, GA 30076",Jamal Lindsey,male,18,186,,,
"628 S Shore PL Roswell, GA 30076",Edyth Simpson,female,16,68,,,
"515 N Pond TRL Roswell, GA 30076",Waldo Gamble,male,51,445,,,
"9011 Martin RD Roswell, GA 30076",Barton Jefferson,male,48,740,,,
"524 S Shore PL Roswell, GA 30076",Larae Castillo,female,43,303,,,
"735 Marshview Close Roswell, GA 30076",Annalee Chase,female,56,473,,,
"8959 Martin RD Roswell, GA 30076",Gabriele Richard,female,43,304,,,
"9535 Martin RD Roswell, GA 30076",Oliva Avery,female,47,630,,,
"9409 Martin RD Roswell, GA 30076",Jed Goodwin,male,53,363,,,
"106 Buckthorn CT Roswell, GA 30076",Shawnda Morrow,female,37,437,,,
"829 Waterbrook CT Roswell, GA 30076",Van Stewart,male,48,221,,,
"9500 N Pond CIR Roswell, GA 30076",Narcisa Mccoy,female,54,400,,,
"1502 Martin RD Roswell, GA 30076",Akilah Witt,female,21,249,,,
"1206 Belcourt PKWY Roswell, GA 30076",Shawn Blake,male,11,295,,,
"1500 Belcourt PKWY Roswell, GA 30076",Denae Wilkinson,female,18,664,,,
"613 Belcourt PKWY Roswell, GA 30076",Arnita Vaughn,female,41,151,,,
"2200 Belcourt PKWY Roswell, GA 30076",Loan Neal,female,5,94,,,
"200 Belcourt PKWY Roswell, GA 30076",Talisha Everett,female,19,305,,,
"1612 Belcourt PKWY Roswell, GA 30076",Malisa Garner,female,61,617,,,
"1100 Belcourt PKWY Roswell, GA 30076",Elden Griffin,male,57,285,,,
"419 Belcourt PKWY Roswell, GA 30076",Merna Wong,female,30,333,,,
"1816 Belcourt PKWY Roswell, GA 30076",Devona Weber,female,46,405,,,
"22600 Hansouth DR Roswell, GA 30076",Douglas Santiago,male,10,375,,,
"900 Belcourt PKWY Roswell, GA 30076",Nikia Blake,female,67,51,,,
"1800 Belcourt PKWY Roswell, GA 30076",Ronni Wiley,female,28,945,,,
"305 Belcourt PKWY Roswell, GA 30076",Isaias Vega,male,42,324,,,
"1300 Belcourt PKWY Roswell, GA 30076",Malisa Sims,female,6,477,,,
"2000 Belcourt PKWY Roswell, GA 30076",Mika Cotton,female,33,512,,,
"807 Belcourt PKWY Roswell, GA 30076",Pearly Petty,female,54,815,,,
"500 Belcourt PKWY Roswell, GA 30076",Porter Mayer,male,68,210,,,
"1400 Belcourt PKWY Roswell, GA 30076",Tory Christian,female,55,393,,,
"400 Belcourt PKWY Roswell, GA 30076",Reyes Sykes,male,17,543,,,
"100 Belcourt PKWY Roswell, GA 30076",Jacinto Knight,male,51,47,,,
"1410 Belcourt PKWY Roswell, GA 30076",Latesha Spencer,female,16,614,,,
"700 Belcourt PKWY Roswell, GA 30076",Stacey Collins,male,32,259,,,
"1004 Belcourt PKWY Roswell, GA 30076",Lyman Pearson,male,49,106,,,
"1600 Belcourt PKWY Roswell, GA 30076",Stephen Lynn,male,26,210,,,
"600 Belcourt PKWY Roswell, GA 30076",Senaida Hoover,female,18,247,,,
"800 Belcourt PKWY Roswell, GA 30076",Mafalda Hunt,female,37,459,,,
"300 Belcourt PKWY Roswell, GA 30076",Carline Bishop,female,28,230,,,
"1864 Cedar Knoll CIR Roswell, GA 30076",Shakia Terrell,female,13,116,,,
"1335 Northshore DR Roswell, GA 30076",Audrie Sherman,female,44,575,,,
"1444 Lake Ridge CT Roswell, GA 30076",Agustin Guerra,male,7,663,,,
"546 Lake Ridge CT Roswell, GA 30076",Rivka Forbes,female,29,279,,,
"300 Soft Pine TRL Roswell, GA 30076",Lester Park,male,25,723,,,
"3233 Cedar Knoll DR Roswell, GA 30076",Jarod Mcfadden,male,10,74,,,
"9703 Hillside DR Roswell, GA 30076",Dexter Lynn,male,8,147,,,
"226 Cedar Knoll CT Roswell, GA 30076",Yuko Spears,female,33,624,,,
"1124 Northshore DR Roswell, GA 30076",Shandi Lewis,female,52,753,,,
"600 Lake Ridge CT Roswell, GA 30076",Toney Merrill,male,69,80,,,
"147 Sweetwood WAY Roswell, GA 30076",Tomas Reid,male,19,300,,,
"9407 Hillside DR Roswell, GA 30076",Garland Padilla,male,39,435,,,
"658 Cedar Knoll CT Roswell, GA 30076",Bud Holder,male,34,322,,,
"1100 Martin Ridge RD Roswell, GA 30076",Danilo Morse,male,24,417,,,
"978 Cedar Knoll DR Roswell, GA 30076",Aron Gray,male,30,340,,,
"3910 Cedar Knoll CIR Roswell, GA 30076",Lenny Livingston,male,53,41,,,
"1717 Cedar Knoll CIR Roswell, GA 30076",Tomika Wiley,female,68,394,,,
"100 Ridge Point Close Roswell, GA 30076",Jetta Chapman,female,20,591,,,
"1777 Cedar Knoll CIR Roswell, GA 30076",Brady Ryan,male,6,503,,,
"200 Martin Ridge CT Roswell, GA 30076",Gregg Peters,male,17,351,,,
"1000 Martins Lake Close Roswell, GA 30076",Daron Knowles,male,17,331,,,
"9734 Hillside DR Roswell, GA 30076",Dennis Baldwin,female,44,408,,,
"1409 Lake Ridge CT Roswell, GA 30076",Lynna Cardenas,female,18,76,,,
"359 Quail RUN Roswell, GA 30076",Tobie Hatfield,female,56,52,,,
"4111 Cedar Knoll CIR Roswell, GA 30076",Annika Cash,female,53,211,,,
"500 Sweetbirch LN Roswell, GA 30076",Krishna Marquez,female,26,747,,,
"700 Greenvine PL Roswell, GA 30076",Quinton Shepard,male,19,207,,,
"1113 Northshore DR Roswell, GA 30076",Reggie Acosta,male,60,265,,,
"153 Cedar Knoll CT Roswell, GA 30076",Rico Cunningham,male,31,283,,,
"312 Cedar Knoll CT Roswell, GA 30076",Mana Lawson,female,37,377,,,
"9342 N Lake DR Roswell, GA 30076",Wilber Marshall,male,41,440,,,
"520 Lake Ridge CT Roswell, GA 30076",Senaida Swanson,female,16,491,,,
"159 Cedar Knoll CT Roswell, GA 30076",Latoyia Head,female,30,297,,,
"783 Cedar Knoll DR Roswell, GA 30076",Noella Gay,female,13,119,,,
"9403 Hillside DR Roswell, GA 30076",Quinn Love,female,12,247,,,
"901 Lake Ridge CT Roswell, GA 30076",Brain Vinson,male,30,439,,,
"1925 Cedar Knoll CIR Roswell, GA 30076",Lyle Hendrix,male,23,734,,,
"3242 Cedar Knoll DR Roswell, GA 30076",Angeles Rosa,female,39,298,,,
"9410 N Lake DR Roswell, GA 30076",Ivelisse Holman,female,24,749,,,
"9605 Hillside DR Roswell, GA 30076",Jeanene Quinn,female,55,772,,,
"113 Sweetwood WAY Roswell, GA 30076",Nickolas Faulkner,male,44,307,,,
"1245 Northshore DR Roswell, GA 30076",Willia Castaneda,female,55,629,,,
"985 Lake Ridge CT Roswell, GA 30076",Jamel Preston,male,23,401,,,
"1195 Cedar Knoll DR Roswell, GA 30076",Sindy Estes,female,59,100,,,
"671 Lake Ridge CT Roswell, GA 30076",Rob Hopkins,male,16,75,,,
"916 Lake Ridge CT Roswell, GA 30076",Lashawnda Travis,female,63,40,,,
"9215 N Lake DR Roswell, GA 30076",Holley Holloway,female,26,308,,,
"846 Lake Ridge CT Roswell, GA 30076",Ilana Melton,female,49,388,,,
"1103 Martin Ridge RD Roswell, GA 30076",Keenan Peters,male,27,588,,,
"1741 Cedar Knoll CIR Roswell, GA 30076",Marc Rose,male,48,378,,,
"180 Cedar Knoll CT Roswell, GA 30076",Leon Woods,male,66,454,,,
"9509 Hillside DR Roswell, GA 30076",Sammy Lott,female,37,55,,,
"1116 Cedar Knoll DR Roswell, GA 30076",Mark Morse,male,45,537,,,
"200 Cedar Knoll CT Roswell, GA 30076",Eilene Bailey,female,18,64,,,
"2439 Cedar Knoll CIR Roswell, GA 30076",Corie Jefferson,female,11,400,,,
"1137 Martin Ridge RD Roswell, GA 30076",Edra Calhoun,female,5,580,,,
"422 Cedar Knoll CT Roswell, GA 30076",Darcey Dunlap,female,30,456,,,
"576 Lake Ridge CT Roswell, GA 30076",Arnold Romero,male,31,79,,,
"1523 Cedar Knoll DR Roswell, GA 30076",Gerardo Slater,male,30,616,,,
"918 Lake Ridge CT Roswell, GA 30076",Tawny Hardin,female,54,340,,,
"1110 Martin Ridge RD Roswell, GA 30076",Violette Hardy,female,58,468,,,
"9633 Hillside DR Roswell, GA 30076",Darren Booker,male,14,421,,,
"643 Lake Ridge CT Roswell, GA 30076",Lanelle Hyde,female,60,427,,,
"4036 Cedar Knoll CIR Roswell, GA 30076",Sabine Brooks,female,21,215,,,
"9407 N Lake DR Roswell, GA 30076",Pat Weeks,male,52,297,,,
"1193 Cedar Knoll DR Roswell, GA 30076",Shonta Daniels,female,7,665,,,
"672 Lake Ridge CT Roswell, GA 30076",Joselyn Smith,female,19,305,,,
"306 Quail RUN Roswell, GA 30076",Mel Camacho,male,44,664,,,
"1545 Cedar Knoll DR Roswell, GA 30076",Mauro Sanders,male,52,326,,,
"1448 Cedar Knoll DR Roswell, GA 30076",Refugio Benjamin,male,34,365,,,
"1006 Cedar Knoll DR Roswell, GA 30076",Cher Sloan,female,18,525,,,
"3049 Cedar Knoll DR Roswell, GA 30076",Mack Glass,male,51,550,,,
"9223 N Lake DR Roswell, GA 30076",Armando Maldonado,male,68,361,,,
"1882 Cedar Knoll CIR Roswell, GA 30076",Ceola Beck,female,53,1021,,,
"2141 Cedar Knoll CIR Roswell, GA 30076",Devorah Shannon,female,23,406,,,
"3821 Cedar Knoll CIR Roswell, GA 30076",Edris Mcfarland,female,54,361,,,
"3970 Cedar Knoll CIR Roswell, GA 30076",Yi Albert,female,64,318,,,
"1 Pine Island CT Roswell, GA 30076",Tova Hale,female,55,56,,,
"3604 Cedar Knoll DR Roswell, GA 30076",Efrain Osborne,male,5,223,,,
"4235 Cedar Knoll CIR Roswell, GA 30076",Jeffery Walton,male,19,125,,,
"800 Greenvine TRCE Roswell, GA 30076",Luigi Guerra,male,56,527,,,
"2748 Cedar Knoll DR Roswell, GA 30076",Shantelle Hancock,female,54,610,,,
"1933 Cedar Knoll CIR Roswell, GA 30076",Thurman Berger,male,12,375,,,
"1897 Cedar Knoll CIR Roswell, GA 30076",Dallas Hutchinson,male,61,895,,,
"3207 Cedar Knoll DR Roswell, GA 30076",Priscila Wood,female,57,577,,,
"829 Cedar Knoll DR Roswell, GA 30076",Aron Miranda,male,21,397,,,
"1336 Northshore DR Roswell, GA 30076",Verena Gaines,female,63,528,,,
"3603 Cedar Knoll DR Roswell, GA 30076",Rebbeca Gamble,female,60,117,,,
"3819 Cedar Knoll CIR Roswell, GA 30076",Leif Barrett,male,63,152,,,
"1239 Martin Ridge RD Roswell, GA 30076",Lourie Sykes,female,59,110,,,
"3177 Cedar Knoll DR Roswell, GA 30076",Eusebia Benton,female,61,542,,,
"1021 Northshore DR Roswell, GA 30076",Florance Guy,female,62,715,,,
"1205 Northshore DR Roswell, GA 30076",Cortez Stephens,male,48,464,,,
"1740 Cedar Knoll CIR Roswell, GA 30076",Natisha Turner,female,46,357,,,
"1036 Cedar Knoll DR Roswell, GA 30076",Bo Pitts,male,55,221,,,
"595 Lake Ridge CT Roswell, GA 30076",Usha Ware,female,65,384,,,
"1342 Northshore DR Roswell, GA 30076",Marni Winters,female,67,419,,,
"3225 Cedar Knoll DR Roswell, GA 30076",Sarai England,female,50,678,,,
"1241 Cedar Knoll DR Roswell, GA 30076",Leeanne Hobbs,female,12,374,,,
"1234 Martin Ridge RD Roswell, GA 30076",Nathanael Blankenship,male,35,59,,,
"3068 Cedar Knoll DR Roswell, GA 30076",Criselda Barton,female,31,764,,,
"1203 Lake Ridge CT Roswell, GA 30076",Bud Kane,male,21,239,,,
"1813 Cedar Knoll CIR Roswell, GA 30076",Rikki Matthews,female,28,789,,,
"1 Sweetwood CT Roswell, GA 30076",Trent Richmond,male,43,523,,,
"345 Quail RUN Roswell, GA 30076",Solomon Sargent,male,28,855,,,
"9401 N Lake DR Roswell, GA 30076",David Ferguson,male,22,479,,,
"630 Lake Ridge CT Roswell, GA 30076",Archie Berg,male,40,458,,,
"9413 Hillside DR Roswell, GA 30076",Merri Ayala,female,28,287,,,
"372 Cedar Knoll CT Roswell, GA 30076",Shera Rush,female,22,972,,,
"1107 Cedar Knoll DR Roswell, GA 30076",Arianna Cleveland,female,36,560,,,
"1225 Lake Ridge CT Roswell, GA 30076",Regenia Mckinney,female,35,281,,,
"2109 Cedar Knoll CIR Roswell, GA 30076",Roscoe Mullen,male,54,138,,,
"791 Lake Ridge CT Roswell, GA 30076",Rolf Morin,male,37,231,,,
"4142 Cedar Knoll CIR Roswell, GA 30076",Jarred Poole,male,11,701,,,
"1208 Northshore DR Roswell, GA 30076",Harrison Berger,male,7,122,,,
"1238 Northshore DR Roswell, GA 30076",Lance Ruiz,male,47,298,,,
"710 Lake Ridge CT Roswell, GA 30076",Alec Martin,male,35,682,,,
"631 Lake Ridge CT Roswell, GA 30076",Charlott Simpson,female,25,373,,,
"3122 Cedar Knoll DR Roswell, GA 30076",Maire Hays,female,22,499,,,
"1225 Cedar Knoll DR Roswell, GA 30076",Leonarda Gould,female,48,88,,,
"401 Cedar Knoll CT Roswell, GA 30076",Scarlet Haynes,female,22,165,,,
"2338 Cedar Knoll CIR Roswell, GA 30076",Winter Trevino,female,42,60,,,
"9500 Hillside DR Roswell, GA 30076",Erwin Chaney,male,24,487,,,
"343 Cedar Knoll CT Roswell, GA 30076",Loni Mclean,female,44,490,,,
"9426 Hillside DR Roswell, GA 30076",Akilah David,female,38,537,,,
"952 Lake Ridge CT Roswell, GA 30076",Daron Gibbs,male,67,174,,,
"9724 Hillside DR Roswell, GA 30076",Neda Hayden,female,24,276,,,
"2303 Cedar Knoll CIR Roswell, GA 30076",Tad Patterson,male,43,529,,,
"559 Lake Ridge CT Roswell, GA 30076",Arvilla Byrd,female,37,296,,,
"901 Cedar Knoll DR Roswell, GA 30076",Louie Summers,female,49,317,,,
"3146 Cedar Knoll DR Roswell, GA 30076",Bryon Henry,male,27,374,,,
"968 Cedar Knoll DR Roswell, GA 30076",Darin Aguilar,male,28,490,,,
"890 Lake Ridge CT Roswell, GA 30076",Halley Rollins,female,43,499,,,
"3037 Cedar Knoll DR Roswell, GA 30076",Fred Haley,male,16,420,,,
"568 Lake Ridge CT Roswell, GA 30076",Paz King,female,12,140,,,
"1799 Cedar Knoll CIR Roswell, GA 30076",Romana Luna,female,28,74,,,
"737 Lake Ridge CT Roswell, GA 30076",Sherell Wallace,female,57,587,,,
"3130 Cedar Knoll DR Roswell, GA 30076",Fransisca Harper,female,48,146,,,
"1233 Northshore DR Roswell, GA 30076",Laurice Espinoza,female,21,212,,,
"2781 Cedar Knoll DR Roswell, GA 30076",Rickey Marsh,male,54,346,,,
"1338 Lake Ridge CT Roswell, GA 30076",Alfonso Weeks,male,46,428,,,
"4045 Cedar Knoll CIR Roswell, GA 30076",Vanda Webster,female,36,633,,,
"3356 Cedar Knoll DR Roswell, GA 30076",Tomika Bonner,female,39,466,,,
"1138 Martin Ridge RD Roswell, GA 30076",Joesph Delacruz,male,48,955,,,
"124 Cedar Knoll CT Roswell, GA 30076",Dee Barnett,male,33,461,,,
"9230 N Lake DR Roswell, GA 30076",Love Key,female,20,812,,,
"912 Cedar Knoll DR Roswell, GA 30076",Kaci Langley,female,66,378,,,
"2047 Cedar Knoll CIR Roswell, GA 30076",Merle Graham,male,69,418,,,
"1050 Martin Ridge RD Roswell, GA 30076",Jeffrey Stokes,male,20,388,,,
"1941 Cedar Knoll CIR Roswell, GA 30076",Kenton Snyder,male,36,295,,,
"1047 Lake Ridge CT Roswell, GA 30076",Virgil Burton,male,68,258,,,
"1715 Cedar Knoll CIR Roswell, GA 30076",Kasha Holloway,female,53,457,,,
"2132 Cedar Knoll CIR Roswell, GA 30076",Tristan Douglas,female,31,247,,,
"1731 Cedar Knoll CIR Roswell, GA 30076",Johna Chan,female,41,145,,,
"431 Cedar Knoll CT Roswell, GA 30076",Reginald Daugherty,male,7,549,,,
"620 Lake Ridge CT Roswell, GA 30076",Alfred Monroe,male,30,493,,,
